epoch,train_total,train_reconstruction,train_kl,validation_total,validation_reconstruction,validation_kl
1,279.1719546169705,268.32935888219765,10.842595674073255,253.95180244954426,241.74535876464844,12.206443255106608
2,249.28922559497974,236.71196754738136,12.57725762628626,247.32894771321614,234.83907259114582,12.48987575785319
3,244.9272797354239,231.94569576913338,12.981584137245461,244.64464249674478,231.50997424316407,13.134668190002442
4,242.66280838577836,229.39987803367333,13.262930677908438,242.784141805013,229.82590104166667,12.958241208394368
5,241.27673640950522,227.825108895761,13.451627251519097,241.82096903483074,228.5122771402995,13.308691909790038
6,240.3037220775463,226.77061487268517,13.533107664602774,241.17306274414062,227.03568192545572,14.137381131490072
7,239.59087580475983,225.94471248824507,13.646163703070746,240.54981766764323,226.90781811523436,13.641999300638835
8,239.0453320493345,225.36603131781683,13.67930078125,240.2626844075521,226.29966837565104,13.96301621500651
9,238.5824111961082,224.82657985659,13.755830831457068,239.64780916341147,225.72498478190104,13.922825281778971
10,238.1629686731409,224.37878630009405,13.784182388588235,239.30877587890626,225.41761165364582,13.891164385477701
11,237.7834375813802,223.96487138310187,13.818566198278356,238.9048673095703,225.1332470296224,13.771620274861654
12,237.54479401312935,223.68347778772426,13.861316350583676,238.83579451497397,224.6405920003255,14.195202578226725
13,237.31076604546442,223.4195006962529,13.89126511806912,238.4410067952474,224.82024772135418,13.620759170532226
14,237.0763988941334,223.13522453703703,13.94117440061216,238.5649836425781,224.87535213216145,13.689631423950196
15,236.84242291937935,222.8956544731988,13.946768582096807,238.07711181640624,224.27127205403644,13.805840026855469
16,236.6747674786603,222.71588507758247,13.958882884555393,238.05501041666668,223.87708732096354,14.177924463907878
17,236.47556093569156,222.49943649178965,13.976124202304415,237.78625467936197,223.83152608235676,13.954729281107584
18,236.34208175998265,222.33851512767652,14.003566469545717,237.84251717122396,224.0546123453776,13.787904479980469
19,236.15395196307148,222.1315614827474,14.022390231944897,237.69592049153647,223.91502303059895,13.780898152669272
20,236.02082628942418,222.00396520091869,14.01686087290446,237.63259851074218,223.18240197753906,14.450196957906087
