epoch,phase,loss,reconstruction,kl,beta
1,train,796.5010769856771,778.5708758138021,17.930199195861817,1.0
1,val,746.5894869791666,734.3789174804688,12.210564313252767,1.0
2,train,744.578166015625,733.6141119791666,10.964055085500082,1.0
2,val,731.7316197916666,724.895661295573,6.835958363850912,1.0
3,train,734.2594513346354,723.8435416666666,10.415905492146809,1.0
3,val,722.0736311848958,714.2331337890625,7.8404994977315265,1.0
4,train,720.1283471679687,710.831638671875,9.296711959838866,1.0
4,val,717.2640177408854,706.3168102213542,10.947201993306479,1.0
5,train,714.7561652018229,703.0569724934896,11.699190096537272,1.0
5,val,711.8916927083334,699.1294345703125,12.762259234110514,1.0
6,train,709.96085546875,696.637080078125,13.323776273091633,1.0
6,val,708.3351958007812,693.8412827148437,14.493910469055177,1.0
7,train,707.5444264322916,693.1699848632812,14.37444270070394,1.0
7,val,706.4591127929688,691.5422451171875,14.916865005493165,1.0
8,train,705.7867491861979,690.8234055989583,14.963344601949055,1.0
8,val,705.1763299153646,689.7973885091146,15.378944979349772,1.0
9,train,704.3732208658854,689.0349431966146,15.338275026957193,1.0
9,val,703.9212996419271,689.0459820963541,14.875314938863118,1.0
10,train,703.6711748046876,688.0723670247396,15.598807652791342,1.0
10,val,703.1412669270833,687.503253092448,15.638017519632974,1.0
11,train,702.8410180664063,687.043048828125,15.797969057718912,1.0
11,val,702.7822599283854,686.9519703776042,15.830286837259928,1.0
12,train,702.2885924479167,686.2335646158854,16.055027890523274,1.0
12,val,702.2391127929687,686.3845008138021,15.854611974080404,1.0
13,train,701.6996891276042,685.6131459960937,16.086543009440103,1.0
13,val,701.520076171875,684.9849047851562,16.53517401123047,1.0
14,train,701.3177535807291,685.009768717448,16.307982208251953,1.0
14,val,701.5524090169271,685.365890625,16.18652173868815,1.0
15,train,700.8752688802083,684.4911725260416,16.384093022664388,1.0
15,val,701.0990797526042,684.5048772786458,16.59420152282715,1.0
16,train,700.5639195963541,684.1393736979167,16.424545285542806,1.0
16,val,700.6503738606771,684.69958203125,15.950790318806966,1.0
17,train,700.1708409830729,683.682265625,16.488576604207356,1.0
17,val,700.2683277994792,684.0809858398437,16.187340581258137,1.0
18,train,699.8292019856771,683.2158216145833,16.613379552205405,1.0
18,val,700.1401000976563,683.8601072591146,16.279992136637368,1.0
19,train,699.6133264973959,682.972715657552,16.640610967000324,1.0
19,val,699.8332884114583,682.9173777669271,16.91591283671061,1.0
20,train,699.3419204101563,682.6443614908854,16.697559046427408,1.0
20,val,699.6754609375,683.1190997721354,16.556360361735027,1.0
