epoch,phase,loss,reconstruction,kl,beta
1,train,746.769960123698,732.7218430808739,14.048117276509602,1.0
1,val,710.3508185221355,697.2329790039063,13.117842648824055,1.0
2,train,705.7641378942419,692.0417465820312,13.72239005307798,1.0
2,val,701.9159754231771,688.2292244466146,13.686755256652832,1.0
3,train,699.3739186921297,685.4664556206598,13.907463089554398,1.0
3,val,697.7578268229166,683.5579326171875,14.199894897460938,1.0
4,train,696.8175125506366,682.8981417824074,13.919370542738173,1.0
4,val,696.2019235026041,682.2055777994792,13.996345993041992,1.0
5,train,695.3440236545139,681.4255181206597,13.918505077220775,1.0
5,val,695.1607524414062,681.2147928059895,13.945959363301595,1.0
6,train,694.463372016059,680.5168243272569,13.9465469583582,1.0
6,val,694.4459874674479,680.7821389973958,13.663847867329915,1.0
7,train,693.7512264178241,679.7626861074942,13.988539497092917,1.0
7,val,694.0873579101562,680.3645356445312,13.722821047465006,1.0
8,train,693.2483762839988,679.2259676106771,14.022407884950992,1.0
8,val,693.2947303059896,679.1390756835938,14.155653322855631,1.0
9,train,692.7845319191262,678.6948074905961,14.089725218878852,1.0
9,val,692.7415709635417,678.2987457682292,14.442823204040527,1.0
10,train,692.4024912471065,678.2592269603588,14.143264280531142,1.0
10,val,692.3953756510417,678.5360431315104,13.85933366394043,1.0
11,train,691.9879698350694,677.8258364076968,14.162134162055121,1.0
11,val,692.1532692057292,677.7135268554688,14.439744784037272,1.0
12,train,691.7105436378762,677.498332989728,14.212209644741483,1.0
12,val,691.7408110351563,678.1918375651042,13.548978889465332,1.0
13,train,691.4575736942998,677.2271615849247,14.230412821734394,1.0
13,val,691.7908642578125,677.9337345377604,13.857127006530762,1.0
14,train,691.1660617404514,676.9202738534433,14.245787450719762,1.0
14,val,691.3375087890626,677.3496494140625,13.98785722096761,1.0
15,train,690.9581098271123,676.7064831633392,14.251627914428711,1.0
15,val,691.2018846028645,677.3738673502604,13.828013847351075,1.0
16,train,690.7482746672454,676.4784914460358,14.269783444439923,1.0
16,val,690.8916907552083,676.3341456705729,14.557550753275553,1.0
17,train,690.5729360351562,676.3202228370949,14.25271324468542,1.0
17,val,690.7515498046876,676.4107485351562,14.340805414835613,1.0
18,train,690.3095709816262,676.0366387080439,14.272931022644043,1.0
18,val,690.7514970703126,676.6307978515625,14.120698725382487,1.0
19,train,690.2228657407408,675.895834870515,14.327029974760833,1.0
19,val,690.6347635091146,676.6131171875,14.021642773946127,1.0
20,train,690.0609625831887,675.7569718243634,14.3039914799443,1.0
20,val,690.4613540039062,676.5180569661459,13.94328862253825,1.0
