epoch,phase,loss,reconstruction,kl,beta
1,train,741.6386901222512,729.8664717701099,11.772218447649921,1.0
1,val,711.3758870442708,698.5540232747396,12.821862075805663,1.0
2,train,707.0305319010416,692.3599185474537,14.670614203559028,1.0
2,val,703.7452495117187,688.4828885091146,15.262359163920085,1.0
3,train,702.5199171730324,686.713727593316,15.806190222846137,1.0
3,val,701.2701608072916,684.9410353190104,16.329124842325847,1.0
4,train,700.7107765661169,684.4352562391493,16.27551882199888,1.0
4,val,699.9012483723958,683.6158081054688,16.28543814086914,1.0
5,train,699.5010405635128,682.9423846932871,16.558655848750362,1.0
5,val,699.0399851888021,682.5203999023438,16.51958771769206,1.0
6,train,698.5614334129051,681.8893956705729,16.672036885579427,1.0
6,val,698.2273509114583,681.4288338216146,16.798519673665364,1.0
7,train,697.788227701823,681.0320859194155,16.7561429844609,1.0
7,val,697.4270961914062,680.5711326497396,16.855963038126628,1.0
8,train,697.2924800166377,680.4674181315104,16.825060947559496,1.0
8,val,697.2048072916666,679.8738175455729,17.33099501546224,1.0
9,train,696.7502375397859,679.9244763093171,16.825761308458116,1.0
9,val,696.4758987630208,679.4384819335937,17.037418039957682,1.0
10,train,696.422017614294,679.4809308087384,16.94108583577474,1.0
10,val,696.2897034505208,679.087248860677,17.202453002929687,1.0
11,train,696.1307790436921,679.1185814525463,17.01219689376266,1.0
11,val,696.0426416015625,679.351450358073,16.691187810262043,1.0
12,train,695.8390033275463,678.7624021809896,17.076601991441514,1.0
12,val,695.8588037109375,679.1726072591146,16.68619753519694,1.0
13,train,695.6480838216146,678.5045222620081,17.143560976946794,1.0
13,val,695.5444583333333,678.8182322591146,16.72622726949056,1.0
14,train,695.3364133029514,678.1682890082466,17.168124134770146,1.0
14,val,695.3520681966146,678.2401678059896,17.111904225667317,1.0
15,train,695.1203091362847,677.9376166449653,17.182692184448243,1.0
15,val,695.3808151041667,678.3013448893229,17.07947590637207,1.0
16,train,695.0025249385127,677.7275670211227,17.27495900641547,1.0
16,val,695.10040234375,678.086265625,17.014134170532227,1.0
17,train,694.7793082139757,677.4904679181134,17.28883979345251,1.0
17,val,694.8456593424479,677.0310791015625,17.81458203633626,1.0
18,train,694.5989789496527,677.2586798683449,17.340299545288087,1.0
18,val,694.6675810546875,677.4860895182292,17.181495310465493,1.0
19,train,694.4402911422164,677.1085785047743,17.331713055080836,1.0
19,val,694.4753134765625,676.6051311848959,17.870175165812174,1.0
20,train,694.3045250470196,676.9216947699653,17.382831184669776,1.0
20,val,694.4377662760417,677.2591852213542,17.178582397460936,1.0
