epoch,phase,loss,reconstruction,kl,beta
1,train,6683.517953613281,1148.0754473876952,110708.8529242859,0.05
1,val,767.0038738606771,727.292330078125,794.2308225911459,0.05
2,train,715.9646857910157,652.7257374267579,632.3894948730468,0.1
2,val,639.6259539388021,580.5457179361979,590.8023556315104,0.1
3,train,644.4831088867187,559.0843652954102,569.3249382934571,0.15
3,val,600.9942119140625,512.7830473632813,588.0743662109375,0.15
4,train,634.0453488769531,516.3268235473632,588.5926374511719,0.2
4,val,1468.8748922526042,1304.836125325521,820.1937897135417,0.2
5,train,1401914704879.7573,1987.1136333007812,5607658811604.176,0.25
5,val,188219268.05095834,3253.3023138020835,752864059.163,0.25
6,train,139363806.4581953,1333.6671486816406,464541558.56688577,0.3
6,val,85800703.33116667,3173.2045084635415,285991757.68958336,0.3
7,train,94383261.33164893,1106.2506242675781,269663304.05674464,0.35
7,val,47649907.41227084,3220.1232486979166,136133395.35816666,0.35
8,train,61265273.39244141,1029.7131922607423,153160606.5932605,0.4
8,val,40408187.54689583,3302.5398365885417,101012211.5795625,0.4
9,train,35211139.66069043,946.0486510009765,78244876.66614722,0.45
9,val,30702679.69284375,2569.8698294270835,68222468.77129167,0.45
10,train,30083287.71814966,919.5963409423828,60164736.1017179,0.5
10,val,16873101.73223958,2717.1969016927083,33740769.111901045,0.5
11,train,19986940.445656005,870.068478881836,39972140.69446582,0.5
11,val,10812088.558442708,2685.9177083333334,21618805.475729167,0.5
12,train,13733520.618158935,841.7194708251953,27465357.6296626,0.5
12,val,7968759.687354167,1827.2513330078125,15933865.050989583,0.5
13,train,8505114.194515137,828.4503189697266,17008571.432888307,0.5
13,val,8388342.02153125,2252.254326171875,16772179.468291666,0.5
14,train,7170042.133811523,798.3463958740234,14338487.644,0.5
14,val,4241057.131703125,1451.9524768880208,8479210.26939323,0.5
15,train,5421202.45297876,784.6797330322265,10840835.539762573,0.5
15,val,3170645.888890625,1213.8814329427084,6338864.048666666,0.5
16,train,4007937.7623875733,766.5343505859375,8014342.45747583,0.5
16,val,3139224.60215625,1162.0232311197917,6276125.162169271,0.5
17,train,3045095.3985269777,752.3979904785157,6088686.061826294,0.5
17,val,1451724.308984375,1721.8407200520833,2900004.931770833,0.5
18,train,2321591.5003121337,739.0837905273437,4641704.825511597,0.5
18,val,1850012.63765625,2240.0881119791666,3695545.07165625,0.5
19,train,1923911.3558114013,733.7720162353515,3846355.145972046,0.5
19,val,1217969.1920260417,1526.2844840494793,2432885.831140625,0.5
20,train,1368182.6034337159,721.6531704101562,2734921.9072801513,0.5
20,val,1068045.4192005207,905.6005349934895,2134279.6444713543,0.5
21,train,1111146.415328003,710.4862725830078,2220871.852212036,0.5
21,val,1131182.7970703125,858.858751953125,2260647.8617447917,0.5
22,train,888469.9111896972,700.2026417236328,1775539.410623169,0.5
22,val,478355.3324557292,994.0651155598958,954722.5301536458,0.5
23,train,736041.9080327149,696.4959013671875,1470690.8210375977,0.5
23,val,615137.5583541667,891.7608468424479,1228491.58971875,0.5
24,train,541329.636866333,689.4950146484375,1081280.2846795653,0.5
24,val,355634.47908333334,1849.363337890625,707570.2278072917,0.5
25,train,388645.76385290525,675.7845400390624,775939.9569499511,0.5
25,val,396366.535015625,724.4308513997396,791284.2044335938,0.5
26,train,332586.15024450683,670.8213282470704,663830.6573968506,0.5
26,val,280778.77472916665,702.0673846028645,560153.4170585937,0.5
27,train,272649.2386982422,659.8108405761719,543978.8547786865,0.5
27,val,233216.26227604167,686.6318857421875,465059.26109505206,0.5
28,train,179019.814984375,654.4913800048828,356730.6457005615,0.5
28,val,130098.59573177084,689.6571541341145,258817.87891666667,0.5
29,train,141336.1356849365,651.8461286621093,281368.57937072753,0.5
29,val,118492.4085625,683.6197425130208,235617.57839713542,0.5
30,train,108530.69356445312,643.6838690185547,215774.01912158204,0.5
30,val,86640.90446875,682.7320846354166,171916.34521614583,0.5
