epoch,phase,loss,reconstruction,kl,beta
1,train,779.5332369791666,773.2298829752605,63.033522567749024,0.1
1,val,732.8834847005209,728.06935546875,48.14133588663737,0.1
2,train,724.8658266601562,720.4690636393229,43.96763097127279,0.1
2,val,711.4698460286459,707.649674641927,38.20173906453451,0.1
3,train,706.2352333984375,702.3992799479166,38.35950991821289,0.1
3,val,699.848748046875,696.0189931640625,38.297571044921874,0.1
4,train,695.9763478190105,692.0435271809896,39.32818649291992,0.1
4,val,693.112129720052,689.0563336588542,40.55795462036133,0.1
5,train,690.1026131184896,686.1156144205729,39.86999185180664,0.1
5,val,687.885694498698,683.9540239257813,39.31672758992513,0.1
6,train,686.4652817382813,682.4714409179687,39.93839905802409,0.1
6,val,685.4295239257813,681.3471918945313,40.823329325358074,0.1
7,train,684.1463645833334,680.1538977864583,39.92467586263021,0.1
7,val,683.6333444010417,679.6002952473958,40.33049962361654,0.1
8,train,682.6919173177083,678.6800633138021,40.11853083292643,0.1
8,val,682.3966730143229,678.3154021809896,40.81271132405599,0.1
9,train,681.3180418294271,677.3026157226562,40.15424557495117,0.1
9,val,681.6170128580729,677.5914409179687,40.25570037841797,0.1
10,train,680.45683984375,676.4213452148438,40.35492658487956,0.1
10,val,680.5144127604167,676.6230281575521,38.913817118326826,0.1
11,train,679.5903645833333,675.560244140625,40.30120982869466,0.1
11,val,680.3993567708334,676.3675211588542,40.31836555989583,0.1
12,train,678.8846178385417,674.8545164388021,40.30102362060547,0.1
12,val,679.1638188476562,675.1603504231771,40.03464560953776,0.1
13,train,678.1325406901042,674.1020512695312,40.30489252726237,0.1
13,val,678.8580875651041,674.7745026041666,40.835836029052736,0.1
14,train,677.6375345052084,673.5788515625,40.58684732055664,0.1
14,val,678.1380030924479,674.0934252929687,40.44580067952474,0.1
15,train,677.2194191080729,673.1581844075521,40.612342091878254,0.1
15,val,677.9898766276042,673.980983561198,40.08887885538737,0.1
16,train,676.7494697265626,672.6844799804687,40.64992463175456,0.1
16,val,677.5763173828125,673.5475522460938,40.28761741129557,0.1
17,train,676.3181580403646,672.2589217122396,40.59236184692383,0.1
17,val,677.1944474283854,673.0622005208334,41.32251877848307,0.1
18,train,676.0709236653646,672.005747233073,40.65175570678711,0.1
18,val,677.0753577473959,672.9708087565105,41.04550425211588,0.1
19,train,675.6625135091145,671.596164876302,40.663501098632814,0.1
19,val,676.5289280598959,672.4148168945312,41.14109896850586,0.1
20,train,675.3263518880208,671.2710766601563,40.55278624471028,0.1
20,val,676.4868041992188,672.4849166666667,40.018826629638674,0.1
