Modèle,Seeds,Images générées,Cohérence conditionnelle,Diversité pixel cohérente,Diversité sémantique cohérente
CVAE β=1,"0, 42, 123",30000,82.42% ± 0.87 pp,0.256778 ± 0.000417,0.164418 ± 0.003483
