model_type,beta,n_seeds,training_seeds,split_seed_protocol,latent_seed,generated_images_per_seed,total_generated_images_across_seeds,total_coherent_images_across_seeds,conditional_accuracy_pooled,conditional_accuracy_mean,conditional_accuracy_std,conditional_accuracy_min,conditional_accuracy_max,pixel_pairwise_rms_all_macro_mean,pixel_pairwise_rms_all_macro_std,pixel_pairwise_rms_all_macro_min,pixel_pairwise_rms_all_macro_max,pixel_pairwise_rms_coherent_macro_mean,pixel_pairwise_rms_coherent_macro_std,pixel_pairwise_rms_coherent_macro_min,pixel_pairwise_rms_coherent_macro_max,feature_cosine_diversity_all_macro_mean,feature_cosine_diversity_all_macro_std,feature_cosine_diversity_all_macro_min,feature_cosine_diversity_all_macro_max,feature_cosine_diversity_coherent_macro_mean,feature_cosine_diversity_coherent_macro_std,feature_cosine_diversity_coherent_macro_min,feature_cosine_diversity_coherent_macro_max
CVAE,1.0,3,"0,42,123",42,42,10000,30000,24726,0.8242,0.8241999999999999,0.008681589716175272,0.8169,0.8338,0.2628431294374847,0.0007062395202072026,0.2621970867648006,0.2635971332661694,0.2567782819713756,0.0004167945665876648,0.2565009653066609,0.25725758573719804,0.19677309335260804,0.0064467870008106856,0.1901079219013227,0.2029766858315604,0.1644175445970036,0.0034827790372073124,0.161097625613788,0.16804304556125302
