epoch,phase,loss,reconstruction,kl,beta
1,train,745.9633251772281,733.8190229853877,12.144302070617675,1.0
1,val,713.6705895182291,701.3297260742188,12.340867459615072,1.0
2,train,708.0343065140336,693.6895056604455,14.344800329420302,1.0
2,val,703.8269521484375,688.3958636067708,15.431083229064942,1.0
3,train,702.8902698386863,686.9138033492477,15.976466054563168,1.0
3,val,701.2249293619792,684.8577034505208,16.36722105407715,1.0
4,train,700.7305466218171,684.242309733073,16.488235987345377,1.0
4,val,699.762302734375,683.0010174153646,16.76128556315104,1.0
5,train,699.3818495189525,682.6387917751736,16.743057258888527,1.0
5,val,698.3744007161458,681.7666118164062,16.60779150390625,1.0
6,train,698.3007237955729,681.4977913592303,16.802934464631257,1.0
6,val,697.5649352213542,680.3811940104167,17.183740834554037,1.0
7,train,697.5796896701389,680.6632036675347,16.91648541542336,1.0
7,val,697.0472890625,679.65547265625,17.391816263834635,1.0
8,train,697.0332854094329,680.0555144133391,16.97777197209111,1.0
8,val,696.4805,679.2686930338542,17.211807306925454,1.0
9,train,696.6184877567998,679.5748696108218,17.04361762661404,1.0
9,val,696.1123297526042,678.9066398111979,17.20569290161133,1.0
10,train,696.2531355975116,679.1297772533276,17.123357881899235,1.0
10,val,695.9104246419271,679.13635546875,16.774069361368817,1.0
11,train,695.954173972801,678.7826800672743,17.171494366681134,1.0
11,val,695.4872387695312,678.3661235351562,17.121114496866863,1.0
12,train,695.7154832356771,678.460124041522,17.25536080706561,1.0
12,val,695.2767527669271,678.4966149088542,16.780135848999024,1.0
13,train,695.4648949833622,678.139518572772,17.325378832216614,1.0
13,val,695.0390909830729,677.4005069986979,17.638581893920897,1.0
14,train,695.2554981915509,677.9079335033275,17.347564847592956,1.0
14,val,694.7109078776042,677.3587651367187,17.352138671875,1.0
15,train,695.0669462167245,677.6498651801215,17.41708211319535,1.0
15,val,694.775522623698,676.3290543619792,18.446467381795248,1.0
16,train,694.8988591579861,677.4382268518518,17.460632142808702,1.0
16,val,694.5297163085937,677.2567434895833,17.272972020467122,1.0
17,train,694.6984414424189,677.2485035264757,17.449937358714916,1.0
17,val,694.2217270507813,677.00269921875,17.219028528849282,1.0
18,train,694.5447449725116,677.0665237811053,17.478222006903753,1.0
18,val,694.3360413411458,676.4312854817708,17.90475328063965,1.0
19,train,694.4257549551504,676.9201395580151,17.50561587354872,1.0
19,val,694.1919723307292,676.1335960286458,18.058380360921223,1.0
20,train,694.2692065067997,676.7379019639757,17.53130441905834,1.0
20,val,694.0219226888021,676.8990885416666,17.122834782918293,1.0
